US_Chart - Current Rock Albums,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,week_of
3,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,3,1,39,4817,2.8,4685,140780,2024.02.29
4,Loss Of Life,MGMT,MOM & POP MUSIC,MMPZ,4,,,1,3447,999.0,2,3449,2024.02.29
5,Olustee,JJ Grey & MOFRO,ALLIGATOR RECORDS,EXCE,5,,,1,3323,999.0,1,3326,2024.02.29
6,Gloom Division,I Don't Know How But They Found Me,CONCORD MUSIC GROUP,CNCO,6,,,1,3267,,0,3267,2024.02.29
7,Moon Healer,Job For A Cowboy,Metal Blade,MBL,7,,,1,2767,999.0,1,2768,2024.02.29
8,Yours Until The War Is Over,Amigo The Devil,REGIME MUSIC GROUP,REGM,8,,,1,2421,,0,2421,2024.02.29
9,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,7,8,39,2075,29.4,1604,187183,2024.02.29
10,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,4,2,6,1836,-22.7,2376,59533,2024.02.29
11,Dume,Neil Young & Crazy Horse, WARNER Records,WAR ,11,,,1,1722,999.0,9,1746,2024.02.29
12,The Past Is Still Alive,Hurray For The Riff Raff, WARNER Records,WAR ,12,,,1,1631,,0,1631,2024.02.29
13,Daniel,Real Estate,Domino Recording Co,DOM,13,,,1,1615,,0,1616,2024.02.29
14,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,5,3,27,1575,-25.6,2116,124523,2024.02.29
15,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,9,9,15,1441,-3.0,1486,238560,2024.02.29
16,Be Right Here,Blackberry Smoke,THE ORCHARD,ORCH,1,1,,2,1343,-84.2,8516,9865,2024.02.29
17,Perpetual Terminal,Darkest Hour,MNRK,MNRK,17,,,1,1241,999.0,1,1242,2024.02.29
18,Catalyst,Amaranthe,NUCLEAR BLAST,NUB,18,,,1,1208,999.0,2,1213,2024.02.29
19,Untame The Tiger,Mary Timony,MERGE RECORDS,MERG,19,,,1,1088,,0,1089,2024.02.29
20,Live In Paris 1973,Can, MUTE,MTE ,20,,,1,983,999.0,1,986,2024.02.29
21,Life Is Hard,Mike Zito,"INDEPENDENT LABEL SERVICES, INC",ILS ,21,,,1,948,,0,948,2024.02.29
22,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,6,6,48,928,-51.0,1895,216447,2024.02.29
23,Tangk,Idles,PARTISAN RECORDS,PTK,2,2,,2,922,-87.3,7254,8190,2024.02.29
24,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,19,17,28,837,2.2,819,59430,2024.02.29
25,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,20,16,19,834,3.5,806,227821,2024.02.29
26,Unreal Unearth,Hozier,Columbia Records,COL ,1,18,11,28,818,-4.2,854,115247,2024.02.29
27,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,15,18,67,775,-17.8,943,179243,2024.02.29
28,Rebel Diamonds,Killers,ISLAND,ISL ,4,,,1,725,671.3,94,13146,2024.02.29
29,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,26,22,17,610,4.6,583,109483,2024.02.29
30,Really Good Terrible Things,North Sea Echoes, METALBLADE,MBL,30,,,1,608,999.0,7,615,2024.02.29
31,Quad Brutal,Austrian Death Machine,THE ORCHARD,ORCH,31,,,1,571,999.0,1,572,2024.02.29
32,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,25,24,44,561,-10.1,624,188339,2024.02.29
33,Weathervanes,Jason Isbell And The 400 Unit,SOUTHEASTERN RECORDS,SOUE,1,,,11,543,158.6,210,66638,2024.02.29
34,Diamonds,Elton John,ISLAND,ISL,2,29,27,325,525,-8.7,575,811587,2024.02.29
35,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,30,35,24,523,-5.8,555,72503,2024.02.29
36,Ghost Of La,Tx2,HOPELESS RECORD,HOP7,36,,,1,516,999.0,1,606,2024.02.29
37,Of The Last Human Being,Sleepytime Gorilla Museum,333 Company,INDI,37,,,1,489,,0,490,2024.02.29
38,Wall Of Eyes,The Smile (Band),Merok,XL,2,13,15,5,481,-57.2,1125,20115,2024.02.29
39,Sunday At Foxwoods,Boys Like Girls,FEARLESS RECORD,FEAR,39,,,1,471,999.0,6,1622,2024.02.29
40,Angel Face,Stephen Sanchez,MERCURY / REPUBLIC RECORDS,R-MR,7,36,,2,465,2.0,456,23015,2024.02.29
40,The Circus And The Nightwhale,Steve Hackett,CEME,CEME,11,11,,2,465,-64.5,1311,1784,2024.02.29
42,She Reaches Out To She Reaches Out To She,Chelsea Wolfe,LOMA VISTA,LVR,4,14,4,3,455,-52.4,956,4503,2024.02.29
43,One More Time...,Blink-182,Columbia Records,COL ,1,31,30,19,442,-20.2,554,135808,2024.02.29
43,Fall,Borknagar,CEME,CEME,43,,,1,442,999.0,1,443,2024.02.29
45,"Blood, Hair, And Eyeballs",Alkaline Trio,RISE RECORDS,RIS ,4,35,31,5,419,-9.7,464,8435,2024.02.29
46,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,32,29,46,414,-21.6,528,266598,2024.02.29
47,Prelude To Ecstasy,Last Dinner Party,ISLAND,ISL ,4,24,14,4,382,-41.8,656,5118,2024.02.29
48,The Death Of Peace Of Mind,Bad Omens, SUMERIAN RECORDS,SUME,10,34,40,6,379,-24.8,504,40464,2024.02.29
49,The Löst Tapes - The Collection (Vol. 1,Motorhead, BMG DISTRIBUTION,BMG ,49,,,1,368,,0,385,2024.02.29
50,A Trip To The Moon,Ghost Funk Orchestra,Colemine Records,CLMN,50,,,1,337,999.0,2,339,2024.02.29
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.02.29
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.03.07
1,The Mandrake Project,Bruce Dickinson, BMG DISTRIBUTION,BMG,1,,,1,7976,999.0,6,7986,2024.03.07
2,Doomed Forever Forever Doomed,Zakk Sabbath, INDEPENDENT LABEL SUBMISSION,INDI,2,,,1,4545,999.0,6,4555,2024.03.07
3,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,3,3,40,4359,-9.5,4819,145141,2024.03.07
4,Underdressed At The Symphony,Faye Webster,Secretly Canadian,SC,4,,,1,3214,,0,3214,2024.03.07
5,Liam Gallagher & John Squire,Liam Gallagher & John Squire,Warner Records,WAR,5,,,1,2921,999.0,9,2930,2024.03.07
6,Norther,Shane Smith & The Saints,THE ORCHARD,ORCH,6,,,1,2840,999.0,1,2841,2024.03.07
7,Hopiumforthemasses,Ministry,NUCLEAR BLAST,NUB,7,,,1,2557,999.0,29,2589,2024.03.07
8,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,14,5,28,2147,36.2,1576,126671,2024.03.07
9,I Got Heaven,Mannequin Pussy,Epitaph,EPI,9,,,1,2038,,0,2038,2024.03.07
10,Live At Shea Stadium 1982,Who,EAGLE ROCK ENT.,EGRO,10,,,1,1998,999.0,13,2021,2024.03.07
11,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,9,7,40,1834,-11.6,2075,189017,2024.03.07
12,"10,000 Volts",Ace Frehley,MNRK,MNRK,1,1,,2,1591,-87.8,13005,14610,2024.03.07
13,Parallel Realms,STRFKR,POLYVINYL RECORDS,POLV,13,,,1,1582,999.0,1,1583,2024.03.07
14,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,10,4,7,1544,-15.9,1836,61077,2024.03.07
15,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,15,9,16,1426,-3.6,1480,240025,2024.03.07
16,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,22,6,49,1069,15.2,928,217516,2024.03.07
17,Traumatic Livelihood,Jazmin Bean,INTERSCOPE/GEFFEN/A&M,INT ,17,,,1,954,854.0,100,1054,2024.03.07
18,Broken,Walter Trout, INDEPENDENT LABEL SUBMISSION,INDI,18,,,1,927,,0,927,2024.03.07
19,Lost Demos,Linkin Park,Warner Records,WAR,4,,,1,914,999.0,31,11046,2024.03.07
20,Speak To Me,Julian Lage,BLUE NOTE,BNTE,20,,,1,913,,0,913,2024.03.07
21,Priscilla(Orig Motion Picture Sndtrck),Various Artists,ABKCO,ABK ,21,,,1,895,,0,895,2024.03.07
22,"From The Road, Vol. 1: Covers",Zac Brown Band, INDEPENDENT LABEL SUBMISSION,INDI,17,,,1,882,543.8,137,3834,2024.03.07
23,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,24,19,29,801,-4.3,837,60231,2024.03.07
24,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,27,15,68,790,1.9,775,180033,2024.03.07
25,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,25,20,20,778,-6.7,834,228599,2024.03.07
26,Half Black Heart,New Years Day,THE ORCHARD,ORCH,26,,,1,771,999.0,1,772,2024.03.07
27,The Likes Of Us,Big Big Train,CEME,CEME,27,,,1,758,,0,758,2024.03.07
28,Unreal Unearth,Hozier,Columbia Records,COL ,1,26,18,29,749,-8.4,818,115996,2024.03.07
29,Going Hunting (Ep),Avatar, INDEPENDENT LABEL SUBMISSION,INDI,29,,,1,674,,0,674,2024.03.07
30,Mountainhead,Everything Everything, BMG DISTRIBUTION,BMG ,30,,,1,653,,0,653,2024.03.07
31,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,29,26,18,620,1.6,610,110103,2024.03.07
32,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,32,25,45,602,7.3,561,188941,2024.03.07
33,The Other Side Of Mars,Mick Mars,RED INK,RDIK,2,2,,2,596,-88.6,5207,5813,2024.03.07
34,Half Divorced,Pissed Jeans, SUB POP,SUBP,34,,,1,577,,0,577,2024.03.07
35,Diamonds,Elton John,ISLAND,ISL,2,34,29,326,572,9.0,525,812159,2024.03.07
36,Where’s My Utopia?,Yard Act,REPUBLIC RECORDS,R-RR,36,,,1,529,999.0,2,531,2024.03.07
37,Infinite Desires,Donny Benet, INDEPENDENT LABEL SUBMISSION,INDI,37,,,1,492,507.4,81,573,2024.03.07
38,Wall Of Eyes,The Smile (Band),Merok,XL,2,38,13,6,488,1.5,481,20603,2024.03.07
39,Be Right Here,Blackberry Smoke,THE ORCHARD,ORCH,1,16,1,3,481,-64.2,1344,10347,2024.03.07
40,Loss Of Life,MGMT,MOM & POP MUSIC,MMPZ,4,4,,2,474,-86.2,3447,3923,2024.03.07
41,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,46,32,47,454,9.7,414,267052,2024.03.07
42,The Past Is Still Alive,Hurray For The Riff Raff, WARNER Records,WAR ,12,12,,2,452,-72.3,1632,2084,2024.03.07
42,Yours Until The War Is Over,Amigo The Devil,REGIME MUSIC GROUP,REGM,8,8,,2,452,-81.3,2422,2874,2024.03.07
44,Tangk,Idles,PARTISAN RECORDS,PTK,2,23,2,3,429,-53.5,923,8620,2024.03.07
45,Untame The Tiger,Mary Timony,MERGE RECORDS,MERG,19,19,,2,393,-63.9,1088,1482,2024.03.07
46,Moon Healer,Job For A Cowboy,Metal Blade,MBL,7,7,,2,392,-85.8,2767,3160,2024.03.07
47,One More Time...,Blink-182,Columbia Records,COL ,1,43,31,20,389,-12.0,442,136197,2024.03.07
48,Profane Prayer,Suicidal Angels,NUCLEAR BLAST,NUB,48,,,1,387,999.0,2,390,2024.03.07
49,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,35,30,25,374,-28.5,523,72877,2024.03.07
50,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,,38,38,362,11.7,324,56294,2024.03.07
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.03.07
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.03.14
1,Invincible Shield,Judas Priest,EPIC,EPIC,1,,,1,22741,,0,22789,2024.03.14
2,Bleachers,Bleachers,DIRTY HIT,DRHI,2,,,1,9413,999.0,6,9420,2024.03.14
3,Visions,Norah Jones,BLUE NOTE,BNTE,3,,,1,6813,,0,6814,2024.03.14
4,Live At The Wiltern,Rolling Stones,EAGLE ROCK ENT.,EGRO,4,,,1,4393,,0,4439,2024.03.14
5,These Nuts,Ninja Sex Party, INDEPENDENT LABEL SUBMISSION,INDI,5,,,1,3985,,0,3985,2024.03.14
6,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,3,3,41,3887,-10.8,4359,149028,2024.03.14
7,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,8,14,29,3872,80.3,2148,130544,2024.03.14
8,The Collective,Kim Gordon,Matador,OLE,8,,,1,1989,999.0,5,1994,2024.03.14
9,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,11,9,41,1610,-12.2,1834,190627,2024.03.14
10,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,14,10,8,1544,0.0,1544,62621,2024.03.14
11,Girl Friends,Dion,KTBA RECORDS,KTB,11,,,1,1308,999.0,3,1312,2024.03.14
12,The Mandrake Project,Bruce Dickinson, BMG DISTRIBUTION,BMG,1,1,,2,1277,-84.0,7976,9263,2024.03.14
13,"10,000 Volts",Ace Frehley,MNRK,MNRK,1,12,1,3,1214,-23.7,1591,15824,2024.03.14
14,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,15,15,17,1177,-17.5,1426,241202,2024.03.14
15,Headsplit (Cd),Maggie Lindemann,"MAGGIE LINDEMANN ENTERTAINMENT, LLC",ML2,15,,,1,1103,,0,1103,2024.03.14
16,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,16,22,50,1083,1.2,1070,218600,2024.03.14
17,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,25,25,21,900,15.7,778,229499,2024.03.14
18,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,24,27,69,829,4.8,791,180863,2024.03.14
19,Unreal Unearth,Hozier,Columbia Records,COL ,1,28,26,30,818,9.2,749,116814,2024.03.14
20,Defectum Omnium,Exhorder,NUCLEAR BLAST,NUB,20,,,1,809,999.0,6,816,2024.03.14
21,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,23,24,30,744,-7.1,801,60975,2024.03.14
22,Swingin’ Live At The Church In Tulsa,"Taj Mahal Sextet, The", INDEPENDENT LABEL SUBMISSION,INDI,22,,,1,710,370.2,151,994,2024.03.14
23,Doomed Forever Forever Doomed,Zakk Sabbath, INDEPENDENT LABEL SUBMISSION,INDI,2,2,,2,696,-84.7,4545,5251,2024.03.14
24,Pixies At The Bbc,Pixies,BEGGARS GROUP USA,BEGG,24,,,1,668,999.0,5,688,2024.03.14
25,Early Singles (1981 - 1982),Xmal Deutschland,Sacred Bones Records,SBR,25,,,1,649,,0,650,2024.03.14
26,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,31,29,19,628,1.3,620,110731,2024.03.14
27,"Boundary Road Snacks And Drinks + Sweet Princess Ep (Indie Exclusive, Clear Blue Vinyl)",Dry Cleaning, 4 A.D.,4AD ,27,,,1,621,999.0,1,622,2024.03.14
28,Priscilla(Orig Motion Picture Sndtrck),Various Artists,ABKCO,ABK ,21,21,,2,618,-30.9,895,1513,2024.03.14
29,Liam Gallagher & John Squire,Liam Gallagher & John Squire,Warner Records,WAR,5,5,,2,593,-79.7,2921,3523,2024.03.14
30,Hellish Expectations,Midnight, METALBLADE,MBL ,30,,,1,580,999.0,1,583,2024.03.14
31,Diamonds,Elton John,ISLAND,ISL,2,35,34,327,552,-3.7,573,812712,2024.03.14
32,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,32,32,46,509,-15.4,602,189450,2024.03.14
33,Clear Cold Beyond,Sonata Arctica,ATOMIC FIRE,ATFI,33,,,1,499,999.0,6,506,2024.03.14
34,Be Right Here,Blackberry Smoke,THE ORCHARD,ORCH,1,39,16,4,486,1.0,481,10833,2024.03.14
35,The Other Side Of Mars,Mick Mars,RED INK,RDIK,2,33,2,3,473,-20.6,596,6286,2024.03.14
36,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,41,46,48,464,2.2,454,267516,2024.03.14
37,Fall,Borknagar,CEME,CEME,37,,43,2,457,277.7,121,1021,2024.03.14
38,The Past Is Still Alive,Hurray For The Riff Raff, WARNER Records,WAR ,12,42,12,3,455,0.7,452,2539,2024.03.14
39,The Mandrake Project (Deluxe),Bruce Dickinson,,,39,,,1,436,,0,436,2024.03.14
40,Fragments Of The Ageless,Skeletal Remains,CEME,CEME,40,,,1,431,,0,432,2024.03.14
41,Prophecy,Gost,SONY,SONY,41,,,1,397,999.0,1,398,2024.03.14
42,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,49,35,26,388,3.7,374,73265,2024.03.14
42,Hopiumforthemasses,Ministry,NUCLEAR BLAST,NUB,7,7,,2,388,-84.8,2557,2977,2024.03.14
44,Wall Of Eyes,The Smile (Band),Merok,XL,2,38,38,7,378,-22.9,490,20983,2024.03.14
45,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,50,,39,372,2.8,362,56666,2024.03.14
46,Life Is Hard,Mike Zito,"INDEPENDENT LABEL SERVICES, INC",ILS ,21,,21,2,370,39.1,266,1584,2024.03.14
47,One More Time...,Blink-182,Columbia Records,COL ,1,47,43,21,361,-7.2,389,136558,2024.03.14
48,Live At Shea Stadium 1982,Who,EAGLE ROCK ENT.,EGRO,10,10,,2,357,-82.1,1998,2378,2024.03.14
49,Little Vice,Cavetown,SIRE,SIR ,49,,,1,355,153.6,140,515,2024.03.14
50,I Got Heaven,Mannequin Pussy,Epitaph,EPI,9,9,,2,354,-82.6,2038,2392,2024.03.14
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.03.14
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.03.21
1,Happiness Bastards,Black Crowes,MEGAFORCE,MEGF,1,,,1,9023,999.0,12,9050,2024.03.21
2,Invincible Shield,Judas Priest,EPIC,EPIC,1,1,,2,4851,-78.7,22741,27639,2024.03.21
3,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,6,3,42,3681,-5.3,3887,152709,2024.03.21
4,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,7,8,30,3409,-12.0,3872,133953,2024.03.21
5,The Spectrum '97,Phish,JEMP RECORDS,JMP ,5,,,1,2982,999.0,7,2989,2024.03.21
6,Higher Power,Scott Stapp,THE ORCHARD,ORCH,6,,,1,2630,,0,2630,2024.03.21
7,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,9,11,42,1963,21.9,1610,192590,2024.03.21
8,Bleachers,Bleachers,DIRTY HIT,DRHI,2,2,,2,1912,-79.7,9413,11332,2024.03.21
9,Visions,Norah Jones,BLUE NOTE,BNTE,3,3,,2,1861,-72.7,6813,8675,2024.03.21
10,Warp Speed Warriors,Dragonforce,THE ORCHARD,ORCH,10,,,1,1642,999.0,2,1645,2024.03.21
11,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,10,14,9,1465,-5.1,1544,64086,2024.03.21
12,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,14,15,18,1111,-5.6,1177,242313,2024.03.21
13,Seven Psalms,Paul Simon,SBME,SBME,6,,,1,1021,999.0,69,32176,2024.03.21
14,Unreal Unearth,Hozier,Columbia Records,COL ,1,19,28,31,1009,23.3,818,117823,2024.03.21
15,Deep Sage,Gouge Away,THE ORCHARD,ORCH,15,,,1,970,999.0,20,992,2024.03.21
16,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,16,16,51,934,-13.8,1083,219534,2024.03.21
17,Insanium,Whom Gods Destroy,CEME,CEME,17,,,1,922,,0,922,2024.03.21
18,Vault Of Horrors,Aborted,NUCLEAR BLAST,NUB,18,,,1,909,,0,914,2024.03.21
19,American Heartbreak,Zach Bryan,WARNER RECORDS,WAR,1,18,24,70,770,-7.1,829,181633,2024.03.21
20,Rockmaker,Dandy Warhols,SUNSET BLVD,SBVD,20,,,1,732,999.0,1,733,2024.03.21
21,Hackney Diamonds,Rolling Stones,INTERSCOPE/GEFFEN/A&M,INT ,1,17,25,22,694,-22.9,900,230193,2024.03.21
22,Greatest Hits (2023),Aerosmith,CAPITOL RECORDS,CAP,2,21,23,31,641,-13.8,744,61616,2024.03.21
23,The Chateau D’herouville Sessions,Jethro Tull, WAR - PARLOPHONE,WAR ,23,,,1,610,999.0,1,611,2024.03.21
24,The Mandrake Project,Bruce Dickinson, BMG DISTRIBUTION,BMG,1,12,1,3,603,-52.8,1277,9866,2024.03.21
25,Equal Strain On All Parts,Jimmy Buffett,SUN RECORDS,VCMG,1,26,31,20,586,-6.7,628,111317,2024.03.21
26,Guardians of the Galaxy Vol. 3: Awesome Mix Vol. 3,Various Artists,HOLLYWOOD RECORDS,HOL ,1,32,32,47,560,10.0,509,190010,2024.03.21
27,72 Seasons,Metallica,RHINO/BLACKENED,BKNR,1,36,41,49,552,19.0,464,268068,2024.03.21
28,All That Was East Is West Of Me Now,Glen Hansard,Anti/Epitaph,ATEP,24,,,1,534,999.0,12,2992,2024.03.21
29,Live At The Wiltern,Rolling Stones,EAGLE ROCK ENT.,EGRO,4,4,,2,529,-88.0,4393,4968,2024.03.21
30,"10,000 Volts",Ace Frehley,MNRK,MNRK,1,13,12,4,509,-58.1,1214,16333,2024.03.21
31,Diamonds,Elton John,ISLAND,ISL,2,31,35,328,507,-8.2,552,813219,2024.03.21
32,The Messthetics And James Brandon Lewis,"James Brandon Lewis, The Messthetics",VERVE,VERV,32,,,1,470,,0,470,2024.03.21
33,The Other Side Of Mars,Mick Mars,RED INK,RDIK,2,35,33,4,445,-5.9,473,6731,2024.03.21
34,Life Is But A Dream…,Avenged Sevenfold, WARNER Records,WAR,3,,,1,409,150.9,163,54560,2024.03.21
35,Be Right Here,Blackberry Smoke,THE ORCHARD,ORCH,1,34,39,5,405,-16.7,486,11238,2024.03.21
36,Prelude To Ecstasy,Last Dinner Party,ISLAND,ISL ,4,,,5,396,13.1,350,6193,2024.03.21
37,Bear's Sonic Journals: Sing Out! (Berkel,Various Artists,THE ORCHARD,ORCH,37,,,1,378,704.3,47,695,2024.03.21
38,Stand United,Firewind,AFM RECORDS,AFM,38,,,1,366,999.0,22,517,2024.03.21
39,The Land Is Inhospitable And So Are We,Mitski,Dead Oceans,DOC,1,42,49,27,351,-9.5,388,73616,2024.03.21
40,Gloom Division,I Don't Know How But They Found Me,CONCORD MUSIC GROUP,CNCO,6,,,2,350,157.4,136,4041,2024.03.21
41,The Collective,Kim Gordon,Matador,OLE,8,8,,2,348,-82.5,1989,2342,2024.03.21
42,In The Twilight Grey,Necrophobic,CEME,CEME,42,,,1,345,,0,345,2024.03.21
43,Epic,VLTIMAS,THE ORCHARD,ORCH,43,,,1,337,,0,337,2024.03.21
44,Doomed Forever Forever Doomed,Zakk Sabbath, INDEPENDENT LABEL SUBMISSION,INDI,2,23,2,3,330,-52.6,696,5581,2024.03.21
45,One More Time...,Blink-182,Columbia Records,COL ,1,47,47,22,328,-9.1,361,136886,2024.03.21
46,Take Me Back To Eden,Sleep Token,SpineFarm,SFMU,3,45,50,40,326,-12.4,372,56992,2024.03.21
47,Liam Gallagher & John Squire,Liam Gallagher & John Squire,Warner Records,WAR,5,29,5,3,321,-45.9,593,3844,2024.03.21
48,The Death Of Peace Of Mind,Bad Omens, SUMERIAN RECORDS,SUME,10,,,7,294,6.9,275,41310,2024.03.21
49,Speak To Me,Julian Lage,BLUE NOTE,BNTE,20,,20,2,282,41.7,199,1394,2024.03.21
50,Wall Of Eyes,The Smile (Band),Merok,XL,2,44,38,8,280,-25.9,378,21263,2024.03.21
Copyright (c) 2024 Luminate Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,2024.03.21
Rank,Album,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TW Sales,% CHG,LW Sales,RTD Sales,2024.03.28
1,Tigers Blood,Waxahatchee,Anti,ANT,1,,,1,5904,999.0,2,5911,2024.03.28
2,Jpeg Raw,Gary Clark Jr.,Warner Records,WAR,2,,,1,4507,999.0,4,4513,2024.03.28
3,Bright Future,Adrianne Lenker,BEGGARS GROUP USA,BEGG,3,,,1,3978,999.0,49,4048,2024.03.28
4,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,1,3,6,43,3262,-11.4,3681,155971,2024.03.28
5,Zach Bryan,Zach Bryan, WARNER Records,WAR,1,4,7,31,3248,-4.7,3409,137201,2024.03.28
6,Unheard,Hozier,Columbia Records,COL ,6,,,1,3091,,0,3091,2024.03.28
7,Invincible Shield,Judas Priest,EPIC,EPIC,1,2,1,3,2563,-47.2,4851,30202,2024.03.28
8,Happiness Bastards,Black Crowes,MEGAFORCE,MEGF,1,1,,2,2008,-77.7,9023,11058,2024.03.28
9,Whitsitt Chapel,Jelly Roll,BROKEN BOW RECO,BB2 ,1,7,9,43,1847,-5.9,1963,194437,2024.03.28
10,Javelin,Sufjan Stevens,Asthmatic Kitty,ASK,1,,,1,1840,999.0,116,36096,2024.03.28
11,These Nuts,Ninja Sex Party, INDEPENDENT LABEL SUBMISSION,INDI,5,,5,2,1564,999.0,99,5648,2024.03.28
12,Glasgow Eyes,Jesus & Mary Chain,COOKING VINYL,CKVL,12,,,1,1546,999.0,4,1557,2024.03.28
13,Unreal Unearth,Hozier,Columbia Records,COL ,1,14,19,32,1324,31.2,1009,119147,2024.03.28
14,Audio Vertigo,Elbow,INTERSCOPE/GEFFEN/A&M,INT ,14,,,1,1145,999.0,2,1150,2024.03.28
15,Saviors,Green Day,ADA/REPRISE REC,RPR ,1,11,10,10,1142,-22.0,1465,65228,2024.03.28
16,All My Friends,Aoife O'Donovan,YEP ROC RECORDS,YROC,16,,,1,1086,,0,1086,2024.03.28
17,Visions,Norah Jones,BLUE NOTE,BNTE,3,9,3,3,1057,-43.2,1861,9732,2024.03.28
18,Rockstar,Dolly Parton,BIG MACHINE,BGMA,1,12,14,19,968,-12.9,1111,243281,2024.03.28
19,Every Sound Has A Color In The Valley Of Night,Night Verses, EQUAL VISION RECORDS,EVR ,19,,,1,966,535.5,152,1610,2024.03.28
20,Digital Nightmare,TWRP, INDEPENDENT LABEL SUBMISSION,INDI,20,,,1,938,,0,938,2024.03.28
21,Dual,Rose (Band),TRANSPARENT ART,TPAR,2,,,1,874,999.0,55,18398,2024.03.28
22,Something In The Room She Moves,Julia Holter,Domino Recording Co,DOM,22,,,1,856,999.0,1,857,2024.03.28
23,The Quantum Phase,End Machine,THE ORCHARD,ORCH,23,,,1,851,999.0,29,1129,2024.03.28
24,The Record,boygenius,INTERSCOPE/GEFFEN/A&M,INT ,1,16,16,52,822,-12.0,934,220356,2024.03.28
