Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,week_of
65,My House,Beyonce,Columbia Records,COL ,5,54,92,10,1222109,-6.1,1301064,1146146,75963,9487281,28792097,2024.02.08
66,Slide,Calvin Harris,Columbia Records,COL ,1,69,112,363,1218129,0.5,1211733,1181317,36812,7189247,753675527,2024.02.08
67,One Night/All Night,Justice,,,17,17,0,2,1207541,-39.1,1983233,1170970,36571,3676013,3676013,2024.02.08
68,What Is Love,Haddaway,RAZOR & TIE,RTRT,17,70,55,428,1201173,-0.6,1208752,946447,254726,10837344,451056424,2024.02.08
69,Roses,Chainsmokers Feat. Rozes,SONY/COLUMBIA,COL,1,75,128,428,1194078,3.5,1153417,1192014,2064,6533098,825611035,2024.02.08
70,Love Is Gone,Slander Feat. Dylan Matthew,CMG,1911,1,72,5,180,1192096,-0.3,1196282,974720,217376,46554936,846763628,2024.02.08
71,Sins (Let Me In),Kanii,Warner Records,WAR,27,73,81,22,1185424,-0.2,1187799,987400,198024,8610738,40235915,2024.02.08
72,Faded,Alan Walker, RCA,RCA,1,76,107,424,1182110,3.9,1137603,1044131,137979,7254437,1449094114,2024.02.08
73,Clarity,Zedd Feat. Foxes,INTERSCOPE/GEFFEN/A&M,INT ,19,80,113,428,1178961,5.9,1113216,1079614,99347,6895603,534411168,2024.02.08
74,Montagem Mysterious Game,Lxngvx,CMG,LANG,66,66,133,3,1160693,-5.5,1228212,1126023,34670,4725793,5173339,2024.02.08
75,Perfect (Exceeder),Mason Vs. Princess Superstar,,,62,62,79,7,1143888,-9.4,1263188,1117395,26493,8951431,18296579,2024.02.08
76,When We Were Young (The Logical Song),David Guetta & Kim Petras,,,59,59,141,12,1142166,-11.4,1289157,1102629,39537,7068222,13262846,2024.02.08
77,Kerosene,Crystal Castles,REPUBLIC RECORDS,R-RR,5,65,15,64,1134018,-8.4,1237857,786514,347504,26332041,261929119,2024.02.08
78,Sleepwalker,"Akiaura, Stm, Lonown",,,52,67,52,24,1130788,-7.4,1221029,919234,211554,10180831,39343707,2024.02.08
79,Let Me See Ya Move!,"Lumi Athena, Cade Clair",Vydia,VYD,60,74,106,24,1120042,-3.1,1155993,975782,144260,7473122,49536699,2024.02.08
80,Higher Love,Kygo & Whitney Houston, RCA,RCA,5,87,131,241,1108331,5.5,1050837,1063746,44585,6722982,427977122,2024.02.08
81,Runaway (U & I),Galantis,ATLANTIC GROUP,ATLG,12,114,179,426,1093553,23.2,887385,1063634,29919,5162130,505979193,2024.02.08
82,Leavemealone,Fred Again.. & Baby Keem,ATLANTIC GROUP,ATLG,38,91,129,9,1086415,7.3,1012417,1062570,23845,7085320,11903663,2024.02.08
83,Boogie Shoes,KC & The Sunshine Band, WAR - PARLOPHONE,WAR ,25,93,87,200,1082524,8.9,994448,1009125,73399,8074325,217238587,2024.02.08
84,Hands Up!,"6arelyhuman,Kets4eki",,,37,86,118,46,1078872,0.6,1071959,996086,82786,6936424,72932868,2024.02.08
85,Icewhore!,Lumi Athena,Vydia,VYD,77,77,102,14,1075381,-5.0,1131688,983907,91474,6418644,25052972,2024.02.08
86,The Lost Soul Down,Nbsplv,,,28,81,114,37,1071654,-3.4,1109899,1048320,23334,6842580,73938848,2024.02.08
87,Moth To A Flame,Swedish House Mafia & The Weeknd,REPUBLIC RECORDS,R-RR,1,78,126,120,1069916,-4.8,1123319,1011500,58416,6418637,207285507,2024.02.08
88,Diamondz N Roses,Vaporgod,,,15,84,30,15,1058791,-2.5,1086128,866507,192284,16464935,48338834,2024.02.08
89,Narcissistic Personality Disorder,Odetari,,,19,79,110,43,1058591,-5.6,1121488,945976,112615,6915448,86071075,2024.02.08
90,Hide Away Feat. Holly Martin,Synapson,EASTWEST RECORD,EEW ,35,0,35,3,1052007,-28.2,1465757,453482,598525,6286993,8703530,2024.02.08
91,Baixo,Xxanteria,Vydia,VYD,33,82,76,20,1037693,-5.9,1102812,895649,142044,10866786,32002794,2024.02.08
92,Dancin,Aaron Smith (DJ) Feat. Luvli,ULTRA,ULTA,1,85,10,291,1026355,-4.7,1077022,601811,424544,40222656,1056939011,2024.02.08
93,Got Me Started,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,30,83,116,18,1015323,-7.0,1091325,954534,60789,6887957,33352774,2024.02.08
94,Lady (Hear Me Tonight),Modjo,INTERSCOPE/GEFFEN/A&M,INT ,15,90,122,185,993839,-3.0,1024780,935162,58677,6342783,173293561,2024.02.08
95,Hypnotic Data (Slowed & Reverbed),Odecore,,,89,89,99,11,993141,-3.7,1031090,810896,182245,6380697,14178942,2024.02.08
96,Atmosphere,FISHER X Kita Alexander,,,94,94,148,20,987369,-0.4,991632,960550,26819,5953311,26410303,2024.02.08
97,Axel F,Crazy Frog,REPUBLIC RECORDS,R-RR,14,98,24,427,985832,2.2,964166,291457,694375,10412321,514443568,2024.02.08
98,Ride It,Regard,EPIC,EPIC,2,104,149,237,977564,4.5,935472,944920,32644,5582830,536400871,2024.02.08
99,The Business,Tiesto,ATLANTIC GROUP,ATLG,2,95,145,176,972744,-1.3,985421,878071,94673,5941945,353821362,2024.02.08
100,What You Want!,Asteria,,,99,99,121,3,970553,1.3,957878,786529,184024,4950857,6550391,2024.02.08
101,Don'T You Want Me,Human League,ASTRALWERKS,ASTW,101,107,157,342,966241,3.9,929927,901197,65044,5461798,261272505,2024.02.08
102,It Ain't Me,Kygo Feat. Selena Gomez,INTERSCOPE/GEFFEN/A&M,INT ,2,100,146,365,964761,1.1,953959,908477,56284,5775871,753859022,2024.02.08
103,Treehouse,Alex G,,,97,97,138,42,964228,-1.5,979290,923567,40661,6002156,70335565,2024.02.08
104,DARK BEACH,Pastel Ghost,CITY LIGHTS PIC,CLP ,46,106,127,123,943738,1.4,930717,857064,86674,6023944,110845421,2024.02.08
105,Waiting For Love,Avicii,ISLAND,ISL ,6,101,124,428,931521,-2.3,953595,822130,109391,6712488,419318434,2024.02.08
106,One More Time,Daft Punk,ASTRALWERKS,ASTW,7,103,153,428,928944,-0.7,935642,811028,117916,5949490,347840479,2024.02.08
107,Where Them Girls At,David Guetta,ATLANTIC GROUP,ATLG,23,108,156,258,926913,0.5,922116,883214,43699,5302889,233030668,2024.02.08
108,Ceremony,Marshmello & Svdden Death,CMG,Joyt,108,,,1,926141,244910.8,378,899555,26586,926519,926519,2024.02.08
109,Stay (With Alessia Cara),Zedd & Alessia Cara,INTERSCOPE/GEFFEN/A&M,INT ,1,130,180,364,924157,12.6,820393,879562,44595,5060105,876073701,2024.02.08
110,All My Fellas,Frizk,,,5,125,12,16,914927,9.6,835060,576634,338293,30854779,88027844,2024.02.08
111,Turn Down For What,Dj Snake,SONY/COLUMBIA,COL,6,158,0,418,908513,28.4,707514,734752,173761,4453191,851589449,2024.02.08
112,Stuck Inside,Black Gryph0n & The Living Tombstone Feat. Kevin Foster,,,110,110,136,10,907315,-0.1,908268,543674,363641,5566608,11779909,2024.02.08
113,Goosebumps,Travis Scott & HVME, SONY MUSIC ENTERTAINMENT INC.,SMEI,1,105,177,170,897234,-4.0,934815,857559,39675,5231936,359568759,2024.02.08
114,How Deep Is Your Love,"Disciples , Calvin Harris",Columbia Records,COL ,4,121,176,425,890540,4.8,850004,834902,55638,5045089,537872839,2024.02.08
115,HEY BROTHER,Avicii,ISLAND,ISL,4,111,158,428,889812,-1.4,902509,779185,110627,5213400,453519546,2024.02.08
116,Weightless,Marconi Union,THE ORCHARD,ORCH,37,96,135,348,884772,-10.0,982946,845778,38994,6010222,253448039,2024.02.08
117,You're Too Slow,Odetari,,,10,109,53,32,883962,-3.0,911723,746314,137648,12347291,97354932,2024.02.08
118,Where Are You Now,Lost Frequencies & Calum Scott, RCA,RCA,12,113,160,131,875141,-1.6,888993,841822,33319,5449401,184852814,2024.02.08
119,Fire For You,Cannons (Electronic),SONY/COLUMBIA,COL,53,128,186,173,871958,5.8,824531,777939,94019,4807282,162847853,2024.02.08
120,Money On The Dash,Elley Duhe & Whethan,,,115,115,0,2,869452,-0.0,869861,849746,19706,5134034,31134169,2024.02.08
121,Resonance,Home,,,20,112,151,166,857492,-4.9,902112,745363,112129,5237821,185016356,2024.02.08
122,Shake That Shit!,"Jnhygs, Cade Clair, Prodbyabnormal",Vydia,VYD,77,116,155,24,851316,-1.8,866676,721181,130135,5354245,34453189,2024.02.08
123,42,Diplo & Maren Morris,SONY/COLUMBIA,COL,84,119,132,9,849662,-0.6,855101,848114,1548,5491331,8384395,2024.02.08
124,Paris,Chainsmokers,SONY/COLUMBIA,COL,1,129,184,369,848388,3.3,821564,814186,34202,4810861,661132346,2024.02.08
125,Xoxo (Kisses Hugs),"Pixel Hood, Horrormovies, 6arelyhuman",,,85,126,169,24,846471,1.7,831925,760721,85750,5102764,38679775,2024.02.08
126,Rockabye,Clean Bandit,SONY MUSIC LATIN,SML,3,124,75,381,843900,0.9,836019,696065,147835,6991141,810134668,2024.02.08
127,Taki Taki,"Dj Snake Feat. Selena Gomez , Ozuna & Cardi B",THE ORCHARD,ORCH,1,118,137,280,843112,-1.8,858219,701822,141290,5560982,1049307573,2024.02.08
128,Saving Up,Dom Dolla,SONY CLASSICS,SNYC,102,102,0,5,838472,-10.7,939450,829585,8887,4336170,12218048,2024.02.08
129,Without You,David Guetta Feat. Usher,ATLANTIC GROUP,ATLG,87,167,0,169,836282,22.1,684813,803532,32750,3759268,198581129,2024.02.08
130,Escape,Kx5 Feat. Hayla,,,44,127,188,100,833112,0.7,827355,798766,34346,4809591,88909921,2024.02.08
131,Here With Me,Marshmello Feat. CHVRCHES,REPUBLIC RECORDS,R-RR,2,120,170,257,829314,-2.8,853215,802529,26785,4964639,477860902,2024.02.08
132,Miss You,Oliver Tree & Robin Schulz,ATLANTIC GROUP,ATLG,1,122,103,70,829209,-1.1,838642,697913,131296,6702611,299946233,2024.02.08
133,Funkytown,Lipps Inc.,Universal Music Enterprises,UME ,9,123,20,361,815416,-2.6,837549,612955,202461,19280366,442596550,2024.02.08
134,Both,Tiesto,ATLANTIC GROUP,ATLG,75,117,178,23,806474,-6.6,863084,791431,15043,5160472,24434478,2024.02.08
135,Blame,Calvin Harris Feat. John Newman,SONY/COLUMBIA,COL,24,139,0,388,805316,5.4,763703,757145,48171,4404622,344944289,2024.02.08
136,Better Off Alone,Alice Deejay,THE ORCHARD,ORCH,4,134,134,128,804900,-1.3,815236,666114,138786,5913215,216987725,2024.02.08
137,West End Girls,Pet Shop Boys, WAR - PARLOPHONE,WAR ,119,138,198,198,803378,1.8,788792,707448,95930,4593177,200129371,2024.02.08
138,Montagem - Pr Funk,S3bzs,THE ORCHARD,ORCH,3,132,72,33,801948,-2.1,818987,750558,51390,9286169,112425291,2024.02.08
139,Royalty,"Neoni, Maestro Chives, Egzod",,,139,142,0,11,793090,5.5,751417,561969,231121,4343739,59917401,2024.02.08
140,Jerk!,"Jnhygs, 9lives",Vydia,VYD,120,133,171,24,781219,-4.2,815250,662101,119118,5007699,36908861,2024.02.08
141,Head & Heart,Joel Corry X Mnek,SME/LEGACY RECORDINGS,LEGC,1,140,0,179,770220,1.1,761874,748723,21497,4571246,263629068,2024.02.08
142,Symphony,Clean Bandit,ATLANTIC GROUP,ATLG,9,131,181,357,763202,-7.0,820210,682504,80698,4686575,524841049,2024.02.08
143,Cold Water,Major Lazer,THE ORCHARD,ORCH,1,156,197,384,762247,7.3,710693,707698,54549,4361614,802674313,2024.02.08
144,Give It To Me,Matt Sassari,,,136,136,192,3,758157,-4.1,790781,758155,2,4251889,39261373,2024.02.08
145,You Spin Me Round (Like A Record),Dead Or Alive,CITY LIGHTS PIC,CLP ,33,149,199,417,757940,2.7,738209,652600,105340,4476601,325323209,2024.02.08
146,Blue (Da Ba Dee),Eiffel 65,REPUBLIC RECORDS,R-RR,17,137,185,421,754753,-4.5,789991,600206,154547,4601568,552909535,2024.02.08
147,Sweet Nothing,Calvin Harris Feat. Florence W,CAPITOL MUSIC GROUP,CAP ,70,154,0,340,749459,5.3,712011,722415,27044,4048267,266664606,2024.02.08
148,Music Sounds Better With You,Stardust,THE ORCHARD,ORCH,69,146,196,17,748725,0.7,743754,657037,91688,4426188,96226159,2024.02.08
149,BULLETPROOF,La Roux,INTERSCOPE/GEFFEN/A&M,INT ,26,135,182,243,745409,-8.5,814496,711843,33566,4431178,245565053,2024.02.08
150,Lay Low,Tiesto,INTERNATIONAL R,IRI,73,144,0,48,745236,-0.1,746050,715491,29745,4472872,47112829,2024.02.08
151,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiesto, Dido, W&W, Dimitri Vegas, Like Mike",,,151,165,0,2,742933,8.3,686039,727580,15353,3409538,4917623,2024.02.08
152,HEY MAMA,"Nicki Minaj , David Guetta",ATLANTIC GROUP,ATLG,1,150,62,427,735496,-0.2,736640,603089,132407,10725157,746094527,2024.02.08
153,Never Forget You,Zara Larsson & Mnek,EPIC,EPIC,2,164,0,417,733070,6.4,689048,692705,40365,4140004,696231476,2024.02.08
154,Middle,Dj Snake,INTERSCOPE/GEFFEN/A&M,INT ,3,147,0,405,732117,-1.2,741306,673540,58577,4231959,597279472,2024.02.08
155,Good Things Fall Apart,Illenium Feat. Jon Bellion,ASTRALWERKS,ASTW,9,172,0,224,728549,11.0,656403,699558,28991,3715883,348020536,2024.02.08
156,More Than You Know,Axwell & \ Ingrosso,DEF JAM RECORDINGS,DEF ,19,145,0,306,720652,-3.1,743964,683924,36728,4054344,307634651,2024.02.08
157,Feels,Calvin Harris,Columbia Records,COL ,1,159,0,340,716797,1.5,706373,649014,67783,4359097,590264494,2024.02.08
158,Addict,Silva Hound Feat. Michael Kovach & Chi-Chi, INDEPENDENT LABEL SUBMISSION,INDI,78,194,0,12,716258,23.4,580253,584444,131814,2792406,53669266,2024.02.08
159,Alone,Marshmello, MONS RECORDS,MONS,2,157,200,379,715396,1.0,708067,452932,262464,4403522,872912624,2024.02.08
160,One In A Million,"Bebe Rexha, David Guetta",Warner Records,WAR,45,161,0,20,714870,2.1,700409,702588,12282,4323911,25669809,2024.02.08
161,Miracle,Calvin Harris & Ellie Goulding,SONY/COLUMBIA,COL,17,162,0,37,713598,1.9,700399,698085,15513,4348506,69019710,2024.02.08
162,Nightcall,Kavinsky & Lovefoxxx,REPUBLIC RECORDS,R-RR,31,148,100,82,708375,-4.4,740600,579396,128979,6038394,196415669,2024.02.08
163,Desire,Calvin Harris & Sam Smith,,,56,151,0,20,702631,-2.0,717219,686190,16441,4352272,32470616,2024.02.08
164,Freaks,Timmy Trumpet,THE ORCHARD,ORCH,19,152,41,426,702082,-2.0,716446,608853,93229,6326201,450760465,2024.02.08
165,Take It Off,FISHER & Aatig,ATLANTIC GROUP,ATLG,70,160,0,12,690707,-2.1,705395,684162,6545,4728156,22148176,2024.02.08
166,Alvrgzo,"Alex Favela, Código Fn, Oscar Ortiz",,,141,141,194,3,684455,-9.6,757217,634701,49754,4381534,6711630,2024.02.08
167,Bad Memories,MEDUZA x James Carter Feat. Elley Duhe & FASTBOY,REPUBLIC RECORDS,R-RR,79,153,0,58,671190,-6.0,714397,658405,12785,4079679,59636015,2024.02.08
168,Love Tonight,Shouse,INGROOVES,INGV,16,163,0,127,669944,-3.9,697387,664386,5558,4004569,157204744,2024.02.08
169,Remember,Becky Hill & David Guetta,INTERSCOPE/GEFFEN/A&M,INT ,9,171,0,100,666778,1.5,656812,654090,12688,3916412,122221276,2024.02.08
170,Manda Bala,Ariis,,,170,183,0,2,664159,7.5,617578,548410,115749,3368123,3891709,2024.02.08
171,All I Want Is You,Rebzyyx Feat. Hoshie Star,,,5,173,46,45,658167,0.8,653058,554314,103853,11962437,337715846,2024.02.08
172,Carino,Marias,,,131,182,0,58,652741,5.5,618711,635306,17435,3490955,95070619,2024.02.08
173,Sugar,Robin Schulz,ATLANTIC GROUP,ATLG,4,175,0,399,647657,2.5,631988,611963,35694,3736243,369818354,2024.02.08
174,You,Regard x Troye Sivan x Tate McRae,EPIC,EPIC,4,191,0,123,645596,9.0,592524,609780,35816,3668885,186615187,2024.02.08
175,Do It To It,Acraze Feat. Cherish,"THRIVE MUSIC, LLC",TMU,1,166,130,121,644651,-5.9,685305,628267,16384,5462260,223539424,2024.02.08
176,Paranoia,Kentenshi,,,168,178,0,4,643613,3.6,621041,643613,0,3290886,24005028,2024.02.08
177,Meddle About,Chase Atlantic,,,175,177,0,3,642690,2.6,626537,619628,23062,3635062,42000497,2024.02.08
178,Scared To Be Lonely,Martin Garrix Feat. Dua Lipa, RCA,RCA,6,188,0,333,640364,7.2,597241,620476,19888,3535007,434831892,2024.02.08
179,Tell Me,"Kanii, Riovaz, Nimstarr",Warner Records,WAR,179,,,1,637542,1225942.3,52,580871,56671,637594,637594,2024.02.08
180,You Know You Like It,Dj Snake & Alunageorge,INTERSCOPE/GEFFEN/A&M,INT ,11,180,0,250,636961,2.8,619316,596425,40536,3580253,376137776,2024.02.08
181,This Feeling,Chainsmokers Feat. Kelsea Ballerini,Columbia Records,COL ,3,190,0,258,632748,6.7,592924,603451,29297,3561215,451552970,2024.02.08
182,Untitled #13,Glwzbll,,,34,169,50,14,632648,-5.1,666953,557609,75039,10867941,33369878,2024.02.08
183,Pump Up the Jam,Technotronic Feat. Felly,HIP-O RECORDS,HIPD,84,174,0,174,629028,-2.6,645511,532575,96453,3712454,194012900,2024.02.08
184,Words,Alesso & Zara Larsson,,,34,170,0,68,614168,-6.6,657285,605956,8212,3708349,75143409,2024.02.08
185,WHERE ARE U NOW,Skrillex & Diplo Feat. Justin,ATLANTIC GROUP,ATLG,2,199,0,397,613082,7.3,571548,567692,45390,3397027,779085359,2024.02.08
186,Around The World,Daft Punk, WAR - PARLOPHONE,WAR ,12,189,0,188,609224,2.7,593092,511076,98148,4067981,243149311,2024.02.08
187,Virtual Insanity,Jamiroquai,EPIC,EPIC,62,184,159,32,604985,-1.8,616121,444944,160041,4508657,111420245,2024.02.08
188,4 Morant (Better Luck Next Time),Com Truise,Ghostly International,GHIN,186,186,0,2,604672,-0.3,606209,583684,20988,3507753,21017245,2024.02.08
189,Dreaming,"Marshmello, P!Nk & Sting", RCA,RCA,83,168,172,7,603166,-11.3,679833,593988,9178,5153718,10537189,2024.02.08
190,Suffocation (Slowed),Noturgf,,,190,,,1,602109,12.9,533104,602109,0,3152584,15751312,2024.02.08
191,Mwaki,Zerb,,,191,,,1,600888,6.2,566062,586219,14669,3694410,6536871,2024.02.08
192,Prayer in C,Lilly Wood & The Prick,ATLANTIC GROUP,ATLG,51,0,0,364,591490,5.1,563030,522199,69291,3304949,295387835,2024.02.08
193,Ferrari,James Hype Feat. Miggy Dela Rosa,REPUBLIC RECORDS,R-RR,41,179,0,64,591190,-4.8,620715,572824,18366,3669653,72947936,2024.02.08
194,"Harder, Better, Faster, Stronger",Daft Punk,ULTA,ULTA,12,0,193,418,590500,3.5,570435,464932,125568,4119957,416712928,2024.02.08
195,Wet Dreams (W/ Nimstarr),Odetari Nimstarr,,,181,187,0,6,589675,-1.9,601320,584997,4678,3461282,19292950,2024.02.08
196,Light It Up,Major Lazer,THE ORCHARD,ORCH,5,0,0,344,587009,8.2,542434,550121,36888,3387968,482301952,2024.02.08
197,Dancing In The Moonlight,Jubel Feat. Neimy,GOOD SOLDIER,GDSL,8,193,0,168,586061,0.4,583896,578526,7535,3558870,185837451,2024.02.08
198,Rave,Dxrk,THE ORCHARD,ORCH,1,181,56,96,581582,-6.0,618834,551658,29924,10198943,191858243,2024.02.08
199,Other Boys,Marshmello & Dove Cameron,SONY/COLUMBIA,COL,42,0,0,14,580955,8.2,536903,576707,4248,3832813,22131088,2024.02.08
200,Gigachad Theme,G3ox_Em,THE ORCHARD,ORCH,8,185,22,66,575922,-5.3,608441,463025,112897,21231381,178322027,2024.02.08
1,Murder On The Dance Floor,Sophie Ellis-Bextor,,,1,1,1,11,5988641,-14.2,6977944,5639786,348855,57538465,78071885,2024.02.15
2,Strangers,Kenya Grace,Warner Records,WAR,2,2,2,24,5058619,-5.7,5362074,4888607,170012,46120225,186977851,2024.02.15
3,Summertime Sadness,Lana Del Rey & Cedric Gervais,INTERSCOPE/GEFFEN/A&M,INT ,3,3,4,429,3979300,-1.9,4055122,3614222,365078,33410863,1028583149,2024.02.15
4,Whatever,Kygo, RCA,RCA,3,6,3,4,3549259,6.4,3335452,3427428,121831,14794354,14794354,2024.02.15
5,I'm Good (Blue),David Guetta & Bebe Rexha,WARNER RECORDS,WAR ,1,5,5,77,3405384,-2.7,3498336,3081899,323485,26649871,517049887,2024.02.15
6,Never Be Like You,Flume Feat. Kai (Canada),MOM & POP MUSIC,MMPZ,3,4,6,422,2865285,-18.5,3517232,2679317,185968,19374765,596895192,2024.02.15
7,Closer,Chainsmokers Feat. Halsey,Columbia Records,COL ,1,9,10,394,2719108,-0.6,2735816,2392020,327088,19008063,2317395740,2024.02.15
8,Something Just Like This,Chainsmokers & Coldplay,DISRUPTOR RECOR,RL-D,1,8,8,365,2701884,-1.9,2753146,2479485,222399,18997464,1519301585,2024.02.15
9,Wake Me Up,Avicii,ISLAND,ISL,1,10,9,429,2587452,-0.1,2589085,2386846,200606,18050551,1067065603,2024.02.15
10,Ecstacy,Suicidal-Idol,,,1,7,7,26,2509943,-9.5,2772395,2109653,400290,25701814,156863633,2024.02.15
11,Happier,Marshmello & Bastille,ASTRALWERKS,ASTW,1,11,12,287,2274181,-4.3,2377101,2009809,264372,16758640,1803867500,2024.02.15
12,Lovely Bastards,"Yatashigang, Zwe1hvndxr",,,1,13,11,25,2174282,-6.4,2323241,1655514,518768,55641311,182949634,2024.02.15
13,Gmfu,Odetari & 6arelyhuman,"ARTIST PARTNER GROUP, INC",ATP,11,16,13,30,2048391,-1.7,2084756,1770925,277466,18213487,122641740,2024.02.15
14,Smoke It Off! (Feat. Jnhygs),Lumi Athena,Vydia,VYD,14,14,15,43,2022504,-5.8,2146810,1713018,309486,15072711,109848055,2024.02.15
15,Lean On,Major Lazer & DJ Snake Feat. M0,THE ORCHARD,ORCH,1,19,16,429,1992717,0.1,1991535,1740720,251997,13519892,1247202986,2024.02.15
16,Genesis,Grimes, 4 A.D.,4AD ,12,12,43,78,1935273,-18.5,2374706,1749209,186064,10485663,162380939,2024.02.15
17,10:35,Tiesto & Tate Mcrae,ATLANTIC GROUP,ATLG,6,15,18,67,1915086,-9.2,2110039,1856146,58940,13932671,174991789,2024.02.15
18,This Is What You Came For,Calvin Harris Feat. Rihanna,SONY/COLUMBIA,COL,1,18,19,407,1904189,-5.0,2003409,1758349,145840,14228465,1085511052,2024.02.15
19,Prada,Casso,Columbia Records,COL ,14,17,14,27,1872638,-9.2,2063443,1831538,41100,15610391,54657271,2024.02.15
20,Cleared Remix,Lilithzplug,,,20,20,24,5,1800299,-8.8,1974461,1658080,142219,8511208,8768164,2024.02.15
21,Don't Let Me Down,Chainsmokers Feat. Daya,Columbia Records,COL ,1,21,20,419,1791067,-7.0,1925212,1537478,253589,14729780,1804203734,2024.02.15
22,Latch,Disclosure Feat. Sam Smith,INTERSCOPE/GEFFEN/A&M,INT ,15,26,30,429,1724616,0.1,1722588,1583356,141260,12160560,643610817,2024.02.15
23,Rush,Troye Sivan,CAPITOL MUSIC GROUP,CAP ,8,22,25,32,1712655,-3.2,1768527,1644189,68466,12735334,87579373,2024.02.15
24,The Nights,Avicii,ISLAND,ISL ,10,28,21,397,1702842,0.9,1687016,1563998,138844,14493297,570570055,2024.02.15
25,Titanium,David Guetta Feat. Sia,PARLOPHONE,PARP,1,25,28,429,1696735,-3.1,1750139,1506454,190281,14292950,925354198,2024.02.15
26,Let Me Love You,DJ Snake Feat. Justin Bieber,INTERSCOPE/GEFFEN/A&M,INT ,1,23,26,393,1681891,-4.8,1766470,1482544,199347,12822357,1077244587,2024.02.15
27,Midnight City,M83,CAPITOL MUSIC GROUP,CAP ,14,24,27,429,1647868,-6.6,1765156,1479231,168637,15719018,680734808,2024.02.15
28,Memory Reboot,Voj & Narvent,THE ORCHARD,ORCH,1,27,22,30,1634168,-4.5,1711699,1206526,427642,47518847,230827372,2024.02.15
29,My House,Beyonce,Columbia Records,COL ,5,65,54,11,1631042,33.5,1222109,1438554,192488,11118323,30423139,2024.02.15
30,Get Lucky,Daft Punk Feat. Pharrell Williams,Columbia Records,COL ,2,30,35,429,1614566,0.1,1613268,1469893,144673,12795955,787733072,2024.02.15
31,Turn Down For What,Dj Snake,SONY/COLUMBIA,COL,6,111,158,419,1577452,73.6,908513,1295316,282136,6030643,853166901,2024.02.15
32,Without You,David Guetta Feat. Usher,ATLANTIC GROUP,ATLG,32,129,167,170,1576676,88.5,836282,1519364,57312,5335944,200157805,2024.02.15
33,Stereo Love,Edward Maya & Vika Jigulina,ESCO,ESCO,9,29,31,403,1545479,-6.4,1650526,1342876,202603,11163397,390621063,2024.02.15
34,Hypnotic Data,Odetari,,,29,34,29,22,1527986,-2.4,1565869,1314610,213376,13431717,41664486,2024.02.15
35,Feel So Close,Calvin Harris,CAPITOL MUSIC GROUP,CAP ,10,32,36,429,1525633,-4.7,1600287,1473300,52333,10291308,494073990,2024.02.15
36,I Love It,Icona Pop Feat. Charli XCX,CAPITOL MUSIC GROUP,CAP ,33,33,33,429,1483346,-6.0,1578728,1481832,1514,9428126,370746893,2024.02.15
37,I Am A Gummy Bear,Gummibar,RAD,RAD,2,39,41,429,1455109,1.8,1429046,654284,800825,11804749,1228222415,2024.02.15
38,Silence,Marshmello Feat. Khalid, SONY MUSIC ENTERTAINMENT INC.,SMEI,1,31,32,340,1450917,-9.9,1609687,1353719,97198,11332621,1098355919,2024.02.15
39,The Summer,Calvin Harris,Columbia Records,COL ,2,36,38,429,1447873,-3.8,1504665,1344915,102958,10225368,657230540,2024.02.15
40,Metamorphosis,Interworld,,,2,35,34,78,1429636,-7.6,1547396,1243282,186354,38298789,523307200,2024.02.15
41,One Kiss,Calvin Harris & Dua Lipa,SONY/COLUMBIA,COL,1,37,44,306,1412454,-4.5,1479652,1330928,81526,16729139,796488962,2024.02.15
42,Perfect (Exceeder),Mason Vs. Princess Superstar,,,42,75,62,8,1406380,22.9,1144070,1360259,46121,10357993,19703141,2024.02.15
43,Good Loyal Thots,Odetari,"ARTIST PARTNER GROUP, INC",ATP,8,43,39,41,1388812,-1.2,1405821,1270999,117813,11153732,124959743,2024.02.15
44,Rather Be,Clean Bandit Feat. Jess Glynne,NOW,NOW ,11,44,45,429,1385570,-0.7,1395890,1287960,97610,10021735,662754306,2024.02.15
45,I Love You Hoe,Odetari & 9lives,,,10,40,42,28,1358626,-4.3,1419955,1327751,30875,10506456,77489422,2024.02.15
46,You Are My High,Dj Snake,,,1,47,48,118,1341858,-0.6,1350213,1299807,42051,9178374,180557393,2024.02.15
47,I'm God,Clams Casino,,,42,42,51,20,1336512,-5.2,1410477,1212522,123990,8253587,54339241,2024.02.15
48,Levels,Avicii,INTERSCOPE/GEFFEN/A&M,INT ,2,56,58,429,1323346,4.5,1266881,1221663,101683,8610368,492202909,2024.02.15
49,Where You Are,John Summit & Hayla, INDEPENDENT LABEL SUBMISSION,INDI,36,52,52,50,1317499,2.1,1290171,1289262,28237,9066705,68771596,2024.02.15
50,(It Goes Like) Nanana,Peggy Gou,Merok,XL,23,38,23,35,1317000,-8.8,1444807,1227667,89333,11015940,67533024,2024.02.15
51,Don't You Worry Child,Swedish House Mafia Feat. John Martin,ASTRALWERKS,ASTW,37,45,37,427,1312852,-5.3,1386824,1199773,113079,9840831,439281700,2024.02.15
52,SEXY CHICK,David Guetta Feat. Akon,ATLANTIC GROUP,ATLG,23,49,53,250,1298666,-3.3,1343044,1186263,112403,9615898,335154481,2024.02.15
